classifier_variant,sample_id,context_id,target_act,arm,model,predicted_act,act_match,response_sha256
char_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,MiniMax-M2.7,probing,1,95cb23d0d64282d999ebe5d752e7aaabee5ee26ed39b26bac33999fc5b7dd060
word_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,MiniMax-M2.7,probing,1,95cb23d0d64282d999ebe5d752e7aaabee5ee26ed39b26bac33999fc5b7dd060
hybrid_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,MiniMax-M2.7,probing,1,95cb23d0d64282d999ebe5d752e7aaabee5ee26ed39b26bac33999fc5b7dd060
char_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,MiniMax-M3,probing,1,2b51b1159b5a08edc71aa75a155816cef9adc9e4702c26229f584b442009a93c
word_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,MiniMax-M3,probing,1,2b51b1159b5a08edc71aa75a155816cef9adc9e4702c26229f584b442009a93c
hybrid_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,MiniMax-M3,probing,1,2b51b1159b5a08edc71aa75a155816cef9adc9e4702c26229f584b442009a93c
char_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,deepseek-v4-pro,probing,1,ee0d3d5ffc85473eca2f9b48ac7bb74898cc15731d327ee37be14c5d86d0cc4c
word_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,deepseek-v4-pro,focus,0,ee0d3d5ffc85473eca2f9b48ac7bb74898cc15731d327ee37be14c5d86d0cc4c
hybrid_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,deepseek-v4-pro,probing,1,ee0d3d5ffc85473eca2f9b48ac7bb74898cc15731d327ee37be14c5d86d0cc4c
char_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,doubao-seed-2.0-lite,focus,0,e59a960922763a4c0ecb0b2ae0697dadd2bb92a045cf2690ff6254db3ede363b
word_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,doubao-seed-2.0-lite,focus,0,e59a960922763a4c0ecb0b2ae0697dadd2bb92a045cf2690ff6254db3ede363b
hybrid_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,doubao-seed-2.0-lite,focus,0,e59a960922763a4c0ecb0b2ae0697dadd2bb92a045cf2690ff6254db3ede363b
char_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,glm-5.2,focus,0,b05f8163af05198a2077d38d03af9848a1bf15b5e096dd73acac2d068ce47be9
word_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,glm-5.2,probing,1,b05f8163af05198a2077d38d03af9848a1bf15b5e096dd73acac2d068ce47be9
hybrid_svm,routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,glm-5.2,probing,1,b05f8163af05198a2077d38d03af9848a1bf15b5e096dd73acac2d068ce47be9
char_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,MiniMax-M2.7,probing,1,063699bd8083299c8457eb5e0319bd93a84182b313275e30fd984f12bdd00f41
word_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,MiniMax-M2.7,probing,1,063699bd8083299c8457eb5e0319bd93a84182b313275e30fd984f12bdd00f41
hybrid_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,MiniMax-M2.7,probing,1,063699bd8083299c8457eb5e0319bd93a84182b313275e30fd984f12bdd00f41
char_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,MiniMax-M3,probing,1,9c582d33654bb0c48201382cab3d88c1a65862dd69f2e9189e764fcee176737e
word_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,MiniMax-M3,focus,0,9c582d33654bb0c48201382cab3d88c1a65862dd69f2e9189e764fcee176737e
hybrid_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,MiniMax-M3,probing,1,9c582d33654bb0c48201382cab3d88c1a65862dd69f2e9189e764fcee176737e
char_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,deepseek-v4-pro,probing,1,f5fccdc33df4c338e8bb0c2b91d46db56bfab7f16e3aebc07bc9ea73db39050b
word_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,deepseek-v4-pro,probing,1,f5fccdc33df4c338e8bb0c2b91d46db56bfab7f16e3aebc07bc9ea73db39050b
hybrid_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,deepseek-v4-pro,probing,1,f5fccdc33df4c338e8bb0c2b91d46db56bfab7f16e3aebc07bc9ea73db39050b
char_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,doubao-seed-2.0-lite,generic,0,42c5682f59fdd548faa03cf01be99e2977df0a16203f195c9f8833a5137188cf
word_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,doubao-seed-2.0-lite,focus,0,42c5682f59fdd548faa03cf01be99e2977df0a16203f195c9f8833a5137188cf
hybrid_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,doubao-seed-2.0-lite,generic,0,42c5682f59fdd548faa03cf01be99e2977df0a16203f195c9f8833a5137188cf
char_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,glm-5.2,probing,1,bec2246b55013d86c414e2eb395452b1f379e6a4300db78b5ae5b6e1935ca8b7
word_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,glm-5.2,focus,0,bec2246b55013d86c414e2eb395452b1f379e6a4300db78b5ae5b6e1935ca8b7
hybrid_svm,routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,glm-5.2,probing,1,bec2246b55013d86c414e2eb395452b1f379e6a4300db78b5ae5b6e1935ca8b7
char_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,MiniMax-M2.7,probing,1,f841cf434d28855daba49753b6900fba11a2bf47c23971c9eb65bf2dc4fe8d2e
word_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,MiniMax-M2.7,probing,1,f841cf434d28855daba49753b6900fba11a2bf47c23971c9eb65bf2dc4fe8d2e
hybrid_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,MiniMax-M2.7,probing,1,f841cf434d28855daba49753b6900fba11a2bf47c23971c9eb65bf2dc4fe8d2e
char_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,MiniMax-M3,probing,1,3270473233db1b1ae66ea73e137e2f652b9747a0bbc5414df1fe0a30102267f5
word_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,MiniMax-M3,probing,1,3270473233db1b1ae66ea73e137e2f652b9747a0bbc5414df1fe0a30102267f5
hybrid_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,MiniMax-M3,probing,1,3270473233db1b1ae66ea73e137e2f652b9747a0bbc5414df1fe0a30102267f5
char_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,deepseek-v4-pro,probing,1,7fdd98ea8a6fddcd02dddc7750fbf6241eb6e104ddebf95882026d94a1b063cc
word_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,deepseek-v4-pro,probing,1,7fdd98ea8a6fddcd02dddc7750fbf6241eb6e104ddebf95882026d94a1b063cc
hybrid_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,deepseek-v4-pro,probing,1,7fdd98ea8a6fddcd02dddc7750fbf6241eb6e104ddebf95882026d94a1b063cc
char_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,10407c66bce0eb7da8bb24e701641dff259232f3d13eb7ddecfcd00d9dfc818b
word_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,10407c66bce0eb7da8bb24e701641dff259232f3d13eb7ddecfcd00d9dfc818b
hybrid_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,10407c66bce0eb7da8bb24e701641dff259232f3d13eb7ddecfcd00d9dfc818b
char_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,glm-5.2,focus,0,c6b575c528c5869ad6fdff126d3ad8bcfdbf04180871daa1d37acdb8984535ef
word_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,glm-5.2,focus,0,c6b575c528c5869ad6fdff126d3ad8bcfdbf04180871daa1d37acdb8984535ef
hybrid_svm,routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,glm-5.2,focus,0,c6b575c528c5869ad6fdff126d3ad8bcfdbf04180871daa1d37acdb8984535ef
char_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,MiniMax-M2.7,focus,0,5579388b7ae95f44f65991ff678411669037d09ea51358a96e95821882cbdf98
word_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,MiniMax-M2.7,probing,0,5579388b7ae95f44f65991ff678411669037d09ea51358a96e95821882cbdf98
hybrid_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,MiniMax-M2.7,probing,0,5579388b7ae95f44f65991ff678411669037d09ea51358a96e95821882cbdf98
char_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,MiniMax-M3,focus,0,af0355b1eb481fdb6be5f59f1a2b23f31a40727372404b78c1294a0ed6ae69bc
word_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,MiniMax-M3,telling,1,af0355b1eb481fdb6be5f59f1a2b23f31a40727372404b78c1294a0ed6ae69bc
hybrid_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,MiniMax-M3,telling,1,af0355b1eb481fdb6be5f59f1a2b23f31a40727372404b78c1294a0ed6ae69bc
char_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,deepseek-v4-pro,probing,0,eb69b54390f957388961f9c006b2361609dff9a86a868386fecee5af411137ad
word_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,deepseek-v4-pro,probing,0,eb69b54390f957388961f9c006b2361609dff9a86a868386fecee5af411137ad
hybrid_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,deepseek-v4-pro,probing,0,eb69b54390f957388961f9c006b2361609dff9a86a868386fecee5af411137ad
char_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,doubao-seed-2.0-lite,focus,0,773dea1293b7b571aa627252465948016f4724519dfe95082ce3e7a60a799e1e
word_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,doubao-seed-2.0-lite,focus,0,773dea1293b7b571aa627252465948016f4724519dfe95082ce3e7a60a799e1e
hybrid_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,doubao-seed-2.0-lite,focus,0,773dea1293b7b571aa627252465948016f4724519dfe95082ce3e7a60a799e1e
char_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,glm-5.2,focus,0,cbdd22de9672a52e396727438a2abca8a44e8f104569b92eab76a6fbf9d331fb
word_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,glm-5.2,probing,0,cbdd22de9672a52e396727438a2abca8a44e8f104569b92eab76a6fbf9d331fb
hybrid_svm,routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,glm-5.2,probing,0,cbdd22de9672a52e396727438a2abca8a44e8f104569b92eab76a6fbf9d331fb
char_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,MiniMax-M2.7,focus,0,6c294a5e4df6437e19d06c676751a49b95a1d50c84f378545a2d5e4acf26a148
word_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,MiniMax-M2.7,focus,0,6c294a5e4df6437e19d06c676751a49b95a1d50c84f378545a2d5e4acf26a148
hybrid_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,MiniMax-M2.7,focus,0,6c294a5e4df6437e19d06c676751a49b95a1d50c84f378545a2d5e4acf26a148
char_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,MiniMax-M3,focus,0,8c281cb3bd388c2abd7ec3315495cf14ce3a7dae37df07eaceea825a186b509c
word_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,MiniMax-M3,telling,1,8c281cb3bd388c2abd7ec3315495cf14ce3a7dae37df07eaceea825a186b509c
hybrid_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,MiniMax-M3,telling,1,8c281cb3bd388c2abd7ec3315495cf14ce3a7dae37df07eaceea825a186b509c
char_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,deepseek-v4-pro,focus,0,1be2fe336b069a87e62286a6f770c037346eea454d9e3029b0607a79f38d1631
word_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,deepseek-v4-pro,probing,0,1be2fe336b069a87e62286a6f770c037346eea454d9e3029b0607a79f38d1631
hybrid_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,deepseek-v4-pro,probing,0,1be2fe336b069a87e62286a6f770c037346eea454d9e3029b0607a79f38d1631
char_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,doubao-seed-2.0-lite,focus,0,220f7b89420917671d6946dfa62c18751411350dfce786ee3fecd82ce178d9a8
word_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,doubao-seed-2.0-lite,telling,1,220f7b89420917671d6946dfa62c18751411350dfce786ee3fecd82ce178d9a8
hybrid_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,doubao-seed-2.0-lite,telling,1,220f7b89420917671d6946dfa62c18751411350dfce786ee3fecd82ce178d9a8
char_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,glm-5.2,focus,0,357e1502c94d66cf51351515c6d6862d9ef5417fd76593d7ae9a905be4210990
word_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,glm-5.2,probing,0,357e1502c94d66cf51351515c6d6862d9ef5417fd76593d7ae9a905be4210990
hybrid_svm,routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,glm-5.2,probing,0,357e1502c94d66cf51351515c6d6862d9ef5417fd76593d7ae9a905be4210990
char_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,MiniMax-M2.7,focus,0,2241c7538e135c093b84ede58133d527aa8de08ad2078d4c6cbe2e59b056cfd0
word_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,MiniMax-M2.7,probing,0,2241c7538e135c093b84ede58133d527aa8de08ad2078d4c6cbe2e59b056cfd0
hybrid_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,MiniMax-M2.7,probing,0,2241c7538e135c093b84ede58133d527aa8de08ad2078d4c6cbe2e59b056cfd0
char_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,MiniMax-M3,telling,1,ac051ff536524908429c388f5ef597e938f71c05177aad33e050df2959881199
word_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,MiniMax-M3,telling,1,ac051ff536524908429c388f5ef597e938f71c05177aad33e050df2959881199
hybrid_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,MiniMax-M3,telling,1,ac051ff536524908429c388f5ef597e938f71c05177aad33e050df2959881199
char_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,deepseek-v4-pro,probing,0,2ae06a7a8d179522445ba78436681c98dea1c319ed1a0a9eca484b3c777a46a0
word_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,deepseek-v4-pro,probing,0,2ae06a7a8d179522445ba78436681c98dea1c319ed1a0a9eca484b3c777a46a0
hybrid_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,deepseek-v4-pro,probing,0,2ae06a7a8d179522445ba78436681c98dea1c319ed1a0a9eca484b3c777a46a0
char_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,doubao-seed-2.0-lite,focus,0,0530a73e596477a87d99b65f2622f9fc4bd7e6b548cfd0c102fcd9938d8775e3
word_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,doubao-seed-2.0-lite,probing,0,0530a73e596477a87d99b65f2622f9fc4bd7e6b548cfd0c102fcd9938d8775e3
hybrid_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,doubao-seed-2.0-lite,probing,0,0530a73e596477a87d99b65f2622f9fc4bd7e6b548cfd0c102fcd9938d8775e3
char_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,glm-5.2,probing,0,40dc1968fce758c2d9ab12c84f8cda67db4bb44113e6fb1ae050f2a6f07d566d
word_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,glm-5.2,probing,0,40dc1968fce758c2d9ab12c84f8cda67db4bb44113e6fb1ae050f2a6f07d566d
hybrid_svm,routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,glm-5.2,probing,0,40dc1968fce758c2d9ab12c84f8cda67db4bb44113e6fb1ae050f2a6f07d566d
char_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,MiniMax-M2.7,focus,0,fb39384151cc07ace7f6cf9348c2bbee59f6cb896965768bf99f62d70c7996f9
word_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,MiniMax-M2.7,probing,0,fb39384151cc07ace7f6cf9348c2bbee59f6cb896965768bf99f62d70c7996f9
hybrid_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,MiniMax-M2.7,focus,0,fb39384151cc07ace7f6cf9348c2bbee59f6cb896965768bf99f62d70c7996f9
char_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,MiniMax-M3,focus,0,4734c66d6bb3859803069cbc261a4fe5f19c7bdfb464745b8f0d63dfc2879824
word_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,MiniMax-M3,probing,0,4734c66d6bb3859803069cbc261a4fe5f19c7bdfb464745b8f0d63dfc2879824
hybrid_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,MiniMax-M3,probing,0,4734c66d6bb3859803069cbc261a4fe5f19c7bdfb464745b8f0d63dfc2879824
char_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,deepseek-v4-pro,focus,0,f79cb1a8ccc306844b440452b97a6aedab30b68151396cbd5181638c5c9790ea
word_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,deepseek-v4-pro,probing,0,f79cb1a8ccc306844b440452b97a6aedab30b68151396cbd5181638c5c9790ea
hybrid_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,deepseek-v4-pro,probing,0,f79cb1a8ccc306844b440452b97a6aedab30b68151396cbd5181638c5c9790ea
char_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,doubao-seed-2.0-lite,focus,0,4df72853294535a02177ee8ca99ce64b5c9f071386cdce3d509c64c137c93eb5
word_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,doubao-seed-2.0-lite,probing,0,4df72853294535a02177ee8ca99ce64b5c9f071386cdce3d509c64c137c93eb5
hybrid_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,doubao-seed-2.0-lite,focus,0,4df72853294535a02177ee8ca99ce64b5c9f071386cdce3d509c64c137c93eb5
char_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,glm-5.2,focus,0,1b91f51347b16f71cc2b003ee920da4bbdcb97a74f6a1bab91f71617226d10f7
word_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,glm-5.2,focus,0,1b91f51347b16f71cc2b003ee920da4bbdcb97a74f6a1bab91f71617226d10f7
hybrid_svm,routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,glm-5.2,focus,0,1b91f51347b16f71cc2b003ee920da4bbdcb97a74f6a1bab91f71617226d10f7
char_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,MiniMax-M2.7,focus,0,2572ae7b877192ad81587f5f33f09f5930bf5f2a9e96a6483fcc414fb5ef37f5
word_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,MiniMax-M2.7,focus,0,2572ae7b877192ad81587f5f33f09f5930bf5f2a9e96a6483fcc414fb5ef37f5
hybrid_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,MiniMax-M2.7,focus,0,2572ae7b877192ad81587f5f33f09f5930bf5f2a9e96a6483fcc414fb5ef37f5
char_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,MiniMax-M3,focus,0,db46fcf377350608111fec2e2b2c16d7531808b7cfaf4e163463349bef19c424
word_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,MiniMax-M3,focus,0,db46fcf377350608111fec2e2b2c16d7531808b7cfaf4e163463349bef19c424
hybrid_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,MiniMax-M3,focus,0,db46fcf377350608111fec2e2b2c16d7531808b7cfaf4e163463349bef19c424
char_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,deepseek-v4-pro,probing,1,137e415f8c2f3f1996dd50b7f0b32c7ac1e13dee1fe31e7e87a4e1e47d8bf556
word_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,deepseek-v4-pro,probing,1,137e415f8c2f3f1996dd50b7f0b32c7ac1e13dee1fe31e7e87a4e1e47d8bf556
hybrid_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,deepseek-v4-pro,focus,0,137e415f8c2f3f1996dd50b7f0b32c7ac1e13dee1fe31e7e87a4e1e47d8bf556
char_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,891d3776ca165f0698d7a2cf53ef2a542e1fa6287c32e3c6a06cadffc01ed442
word_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,891d3776ca165f0698d7a2cf53ef2a542e1fa6287c32e3c6a06cadffc01ed442
hybrid_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,891d3776ca165f0698d7a2cf53ef2a542e1fa6287c32e3c6a06cadffc01ed442
char_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,glm-5.2,focus,0,9c66f7154dff0da5d832d531df2b14770f6b5a03240e76a7b664f61f67ead3c2
word_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,glm-5.2,focus,0,9c66f7154dff0da5d832d531df2b14770f6b5a03240e76a7b664f61f67ead3c2
hybrid_svm,routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,glm-5.2,focus,0,9c66f7154dff0da5d832d531df2b14770f6b5a03240e76a7b664f61f67ead3c2
